Date,Open,High,Low,Close,Adj Close,Volume
2000-05-25,1909.670044,1909.670044,1909.670044,1909.670044,1909.670044,0
2000-05-26,1904.979980,1904.979980,1904.979980,1904.979980,1904.979980,0
2000-05-30,1966.589966,1966.589966,1966.589966,1966.589966,1966.589966,0
2000-05-31,1964.400024,1964.400024,1964.400024,1964.400024,1964.400024,0
2000-06-01,2003.449951,2003.449951,2003.449951,2003.449951,2003.449951,0
2000-06-02,2042.790039,2042.790039,2042.790039,2042.790039,2042.790039,0
2000-06-05,2029.500000,2029.500000,2029.500000,2029.500000,2029.500000,0
2000-06-06,2015.979980,2015.979980,2015.979980,2015.979980,2015.979980,0
2000-06-07,2034.910034,2034.910034,2034.910034,2034.910034,2034.910034,0
2000-06-08,2021.560059,2021.560059,2021.560059,2021.560059,2021.560059,0
2000-06-09,2015.030029,2015.030029,2015.030029,2015.030029,2015.030029,0
2000-06-12,1999.920044,1999.920044,1999.920044,1999.920044,1999.920044,0
2000-06-13,2032.579956,2032.579956,2032.579956,2032.579956,2032.579956,0
2000-06-14,2034.189941,2034.189941,2034.189941,2034.189941,2034.189941,0
2000-06-15,2045.520020,2045.520020,2045.520020,2045.520020,2045.520020,0
2000-06-16,2026.000000,2026.000000,2026.000000,2026.000000,2026.000000,0
2000-06-19,2055.840088,2055.840088,2055.840088,2055.840088,2055.840088,0
2000-06-20,2041.939941,2041.939941,2041.939941,2041.939941,2041.939941,0
2000-06-21,2046.349976,2046.349976,2046.349976,2046.349976,2046.349976,0
2000-06-22,2009.130005,2009.130005,2009.130005,2009.130005,2009.130005,0
2000-06-23,1994.329956,1994.329956,1994.329956,1994.329956,1994.329956,0
2000-06-26,2013.469971,2013.469971,2013.469971,2013.469971,2013.469971,0
2000-06-27,2006.880005,2006.880005,2006.880005,2006.880005,2006.880005,0
2000-06-28,2013.079956,2013.079956,2013.079956,2013.079956,2013.079956,0
2000-06-29,1995.890015,1995.890015,1995.890015,1995.890015,1995.890015,0
2000-06-30,2012.829956,2012.829956,2012.829956,2012.829956,2012.829956,0
2000-07-03,2033.579956,2033.579956,2033.579956,2033.579956,2033.579956,0
2000-07-05,2001.709961,2001.709961,2001.709961,2001.709961,2001.709961,0
2000-07-06,2016.410034,2016.410034,2016.410034,2016.410034,2016.410034,0
2000-07-07,2047.189941,2047.189941,2047.189941,2047.189941,2047.189941,0
2000-07-10,2042.650024,2042.650024,2042.650024,2042.650024,2042.650024,0
2000-07-11,2049.989990,2049.989990,2049.989990,2049.989990,2049.989990,0
2000-07-12,2066.790039,2066.790039,2066.790039,2066.790039,2066.790039,0
2000-07-13,2070.860107,2070.860107,2070.860107,2070.860107,2070.860107,0
2000-07-14,2090.439941,2090.439941,2090.439941,2090.439941,2090.439941,0
2000-07-17,2091.139893,2091.139893,2091.139893,2091.139893,2091.139893,0
2000-07-18,2067.969971,2067.969971,2067.969971,2067.969971,2067.969971,0
2000-07-19,2051.760010,2051.760010,2051.760010,2051.760010,2051.760010,0
2000-07-20,2070.610107,2070.610107,2070.610107,2070.610107,2070.610107,0
2000-07-21,2049.310059,2049.310059,2049.310059,2049.310059,2049.310059,0
2000-07-24,2027.410034,2027.410034,2027.410034,2027.410034,2027.410034,0
2000-07-25,2041.510010,2041.510010,2041.510010,2041.510010,2041.510010,0
2000-07-26,2011.010010,2011.010010,2011.010010,2011.010010,2011.010010,0
2000-07-27,2007.290039,2007.290039,2007.290039,2007.290039,2007.290039,0
2000-07-28,1966.199951,1966.199951,1966.199951,1966.199951,1966.199951,0
2000-07-31,1981.359985,1981.359985,1981.359985,1981.359985,1981.359985,0
2000-08-01,1991.430054,1991.430054,1991.430054,1991.430054,1991.430054,0
2000-08-02,1992.410034,1992.410034,1992.410034,1992.410034,1992.410034,0
2000-08-03,2011.800049,2011.800049,2011.800049,2011.800049,2011.800049,0
2000-08-04,2026.400024,2026.400024,2026.400024,2026.400024,2026.400024,0
2000-08-07,2049.139893,2049.139893,2049.139893,2049.139893,2049.139893,0
2000-08-08,2054.120117,2054.120117,2054.120117,2054.120117,2054.120117,0
2000-08-09,2040.550049,2040.550049,2040.550049,2040.550049,2040.550049,0
2000-08-10,2023.329956,2023.329956,2023.329956,2023.329956,2023.329956,0
2000-08-11,2039.510010,2039.510010,2039.510010,2039.510010,2039.510010,0
2000-08-14,2066.899902,2066.899902,2066.899902,2066.899902,2066.899902,0
2000-08-15,2057.030029,2057.030029,2057.030029,2057.030029,2057.030029,0
2000-08-16,2050.929932,2050.929932,2050.929932,2050.929932,2050.929932,0
2000-08-17,2073.439941,2073.439941,2073.439941,2073.439941,2073.439941,0
2000-08-18,2067.479980,2067.479980,2067.479980,2067.479980,2067.479980,0
2000-08-21,2078.250000,2078.250000,2078.250000,2078.250000,2078.250000,0
2000-08-22,2076.379883,2076.379883,2076.379883,2076.379883,2076.379883,0
2000-08-23,2087.399902,2087.399902,2087.399902,2087.399902,2087.399902,0
2000-08-24,2090.659912,2090.659912,2090.659912,2090.659912,2090.659912,0
2000-08-25,2088.100098,2088.100098,2088.100098,2088.100098,2088.100098,0
2000-08-28,2098.719971,2098.719971,2098.719971,2098.719971,2098.719971,0
2000-08-29,2092.989990,2092.989990,2092.989990,2092.989990,2092.989990,0
2000-08-30,2083.479980,2083.479980,2083.479980,2083.479980,2083.479980,0
2000-08-31,2104.429932,2104.429932,2104.429932,2104.429932,2104.429932,0
2000-09-01,2108.760010,2108.760010,2108.760010,2108.760010,2108.760010,0
2000-09-05,2089.770020,2089.770020,2089.770020,2089.770020,2089.770020,0
2000-09-06,2069.399902,2069.399902,2069.399902,2069.399902,2069.399902,0
2000-09-07,2083.679932,2083.679932,2083.679932,2083.679932,2083.679932,0
2000-09-08,2072.580078,2072.580078,2072.580078,2072.580078,2072.580078,0
2000-09-11,2065.340088,2065.340088,2065.340088,2065.340088,2065.340088,0
2000-09-12,2055.260010,2055.260010,2055.260010,2055.260010,2055.260010,0
2000-09-13,2059.770020,2059.770020,2059.770020,2059.770020,2059.770020,0
2000-09-14,2054.209961,2054.209961,2054.209961,2054.209961,2054.209961,0
2000-09-15,2033.319946,2033.319946,2033.319946,2033.319946,2033.319946,0
2000-09-18,2003.810059,2003.810059,2003.810059,2003.810059,2003.810059,0
2000-09-19,2025.170044,2025.170044,2025.170044,2025.170044,2025.170044,0
2000-09-20,2013.339966,2013.339966,2013.339966,2013.339966,2013.339966,0
2000-09-21,2010.209961,2010.209961,2010.209961,2010.209961,2010.209961,0
2000-09-22,2009.760010,2009.760010,2009.760010,2009.760010,2009.760010,0
2000-09-25,1996.319946,1996.319946,1996.319946,1996.319946,1996.319946,0
2000-09-26,1979.920044,1979.920044,1979.920044,1979.920044,1979.920044,0
2000-09-27,1979.310059,1979.310059,1979.310059,1979.310059,1979.310059,0
2000-09-28,2023.329956,2023.329956,2023.329956,2023.329956,2023.329956,0
2000-09-29,1993.329956,1993.329956,1993.329956,1993.329956,1993.329956,0
2000-10-02,1992.939941,1992.939941,1992.939941,1992.939941,1992.939941,0
2000-10-03,1979.439941,1979.439941,1979.439941,1979.439941,1979.439941,0
2000-10-04,1990.619995,1990.619995,1990.619995,1990.619995,1990.619995,0
2000-10-05,1993.699951,1993.699951,1993.699951,1993.699951,1993.699951,0
2000-10-06,1955.819946,1955.819946,1955.819946,1955.819946,1955.819946,0
2000-10-09,1946.160034,1946.160034,1946.160034,1946.160034,1946.160034,0
2000-10-10,1925.410034,1925.410034,1925.410034,1925.410034,1925.410034,0
2000-10-11,1894.369995,1894.369995,1894.369995,1894.369995,1894.369995,0
2000-10-12,1846.079956,1846.079956,1846.079956,1846.079956,1846.079956,0
2000-10-13,1907.709961,1907.709961,1907.709961,1907.709961,1907.709961,0
2000-10-16,1908.339966,1908.339966,1908.339966,1908.339966,1908.339966,0
2000-10-17,1874.119995,1874.119995,1874.119995,1874.119995,1874.119995,0
2000-10-18,1863.349976,1863.349976,1863.349976,1863.349976,1863.349976,0
2000-10-19,1928.099976,1928.099976,1928.099976,1928.099976,1928.099976,0
2000-10-20,1939.439941,1939.439941,1939.439941,1939.439941,1939.439941,0
2000-10-23,1937.859985,1937.859985,1937.859985,1937.859985,1937.859985,0
2000-10-24,1941.130005,1941.130005,1941.130005,1941.130005,1941.130005,0
2000-10-25,1895.030029,1895.030029,1895.030029,1895.030029,1895.030029,0
2000-10-26,1894.420044,1894.420044,1894.420044,1894.420044,1894.420044,0
2000-10-27,1915.550049,1915.550049,1915.550049,1915.550049,1915.550049,0
2000-10-30,1942.199951,1942.199951,1942.199951,1942.199951,1942.199951,0
2000-10-31,1984.910034,1984.910034,1984.910034,1984.910034,1984.910034,0
2000-11-01,1973.719971,1973.719971,1973.719971,1973.719971,1973.719971,0
2000-11-02,1983.729980,1983.729980,1983.729980,1983.729980,1983.729980,0
2000-11-03,1981.500000,1981.500000,1981.500000,1981.500000,1981.500000,0
2000-11-06,1989.189941,1989.189941,1989.189941,1989.189941,1989.189941,0
2000-11-07,1988.800049,1988.800049,1988.800049,1988.800049,1988.800049,0
2000-11-08,1957.619995,1957.619995,1957.619995,1957.619995,1957.619995,0
2000-11-09,1945.239990,1945.239990,1945.239990,1945.239990,1945.239990,0
2000-11-10,1897.780029,1897.780029,1897.780029,1897.780029,1897.780029,0
2000-11-13,1877.510010,1877.510010,1877.510010,1877.510010,1877.510010,0
2000-11-14,1921.670044,1921.670044,1921.670044,1921.670044,1921.670044,0
2000-11-15,1931.439941,1931.439941,1931.439941,1931.439941,1931.439941,0
2000-11-16,1907.199951,1907.199951,1907.199951,1907.199951,1907.199951,0
2000-11-17,1900.880005,1900.880005,1900.880005,1900.880005,1900.880005,0
2000-11-20,1866.010010,1866.010010,1866.010010,1866.010010,1866.010010,0
2000-11-21,1872.719971,1872.719971,1872.719971,1872.719971,1872.719971,0
